firstName,lastName,age,eyeColour,hairColour
John,Brown,15,hazel,white
James,Wilson,6,blue,blue
John,Davis,32,brown,blonde
Jennifer,Smith,10,hazel,blonde
Susan,Thomas,81,brown,white
John,Johnson,83,green,brown
James,Brown,73,blue,grey
Michael,Smith,87,blue,ginger
James,Garcia,44,green,blue
Jennifer,Thomas,13,green,black
David,Johnson,91,brown,black
Michael,Davis,84,blue,grey
Robert,Brown,70,blue,blue
Patricia,Miller,30,green,ginger
Robert,Davis,82,blue,blonde
Michael,Williams,77,green,grey
Michael,Garcia,86,green,blonde
Susan,Smith,83,green,black
John,Miller,28,blue,white
John,Jones,76,blue,white
Linda,Brown,95,green,blonde
Jennifer,Miller,83,hazel,white
Patricia,Wilson,46,brown,grey
David,Davis,88,hazel,brown
Patricia,Davis,40,blue,grey
James,Miller,15,brown,blonde
David,Johnson,38,blue,black
David,Thomas,28,green,blue
James,Smith,97,brown,brown
Jennifer,Brown,87,brown,ginger
John,Johnson,77,brown,grey
Mary,Jones,78,blue,blonde
Patricia,Miller,33,green,blue
Patricia,Brown,55,blue,blue
Jennifer,Davis,71,hazel,blue
Susan,Smith,38,green,grey
Linda,Jones,67,green,brown
James,Wilson,63,blue,brown
James,Smith,48,hazel,blonde
Susan,Brown,31,blue,blonde
Susan,Garcia,31,green,ginger
Linda,Garcia,16,green,black
John,Miller,11,blue,brown
Michael,Jones,91,blue,white
Mary,Johnson,70,brown,black
Linda,Davis,67,hazel,blonde
David,Johnson,51,hazel,brown
John,Davis,92,blue,blonde
John,Williams,36,blue,white
Patricia,Jones,42,hazel,blue
John,Jones,46,blue,black
James,Williams,14,hazel,black
Patricia,Jones,5,blue,grey
John,Davis,32,brown,white
John,Williams,49,green,blonde
Michael,Thomas,11,green,grey
James,Brown,15,green,black
Mary,Johnson,62,blue,grey
John,Garcia,51,blue,white
James,Williams,24,green,grey
Mary,Williams,10,brown,black
Susan,Thomas,16,green,blue
John,Garcia,94,hazel,ginger
Jennifer,Williams,95,brown,blonde
Jennifer,Wilson,97,hazel,blue
James,Jones,36,blue,blonde
Linda,Thomas,78,hazel,brown
Susan,Johnson,36,green,blonde
Patricia,Johnson,44,hazel,black
Jennifer,Johnson,68,green,blue
Mary,Wilson,7,green,blue
Michael,Brown,55,brown,white
Jennifer,Miller,21,blue,blonde
Linda,Wilson,76,green,grey
Susan,Brown,53,hazel,black
Jennifer,Miller,69,green,grey
Mary,Smith,3,hazel,brown
James,Johnson,13,hazel,ginger
Mary,Jones,54,blue,ginger
Linda,Davis,79,brown,grey
Mary,Smith,14,brown,blue
Jennifer,Johnson,10,blue,grey
David,Johnson,46,hazel,brown
Mary,Davis,73,green,brown
Patricia,Williams,25,blue,black
Jennifer,Garcia,91,blue,brown
Mary,Jones,56,blue,blue
Mary,Davis,34,hazel,brown
Jennifer,Thomas,64,hazel,blonde
Patricia,Brown,27,hazel,blonde
Jennifer,Williams,3,hazel,ginger
Linda,Miller,88,hazel,white
John,Thomas,10,blue,blonde
Mary,Brown,53,blue,blue
James,Smith,97,brown,white
John,Thomas,72,blue,ginger
James,Garcia,41,green,black
Mary,Jones,36,green,blonde
James,Thomas,97,blue,blonde
Mary,Davis,96,green,ginger
Susan,Williams,72,blue,blue
David,Brown,49,hazel,white
Michael,Brown,47,blue,white
John,Miller,67,green,blonde
Michael,Williams,55,brown,grey
Linda,Brown,52,brown,ginger
Linda,Williams,70,blue,blue
Susan,Miller,5,blue,blonde
Mary,Brown,97,brown,blue
Patricia,Miller,71,blue,grey
John,Smith,68,green,black
Robert,Thomas,64,green,grey
Jennifer,Brown,68,brown,black
Robert,Brown,76,hazel,black
John,Thomas,24,hazel,grey
Michael,Brown,24,blue,blonde
Robert,Williams,5,blue,blue
David,Johnson,94,green,blonde
John,Johnson,93,blue,blonde
Robert,Brown,34,green,brown
Robert,Garcia,34,blue,blonde
John,Thomas,9,blue,blonde
David,Jones,20,brown,blonde
Robert,Smith,21,hazel,blue
Patricia,Miller,58,green,grey
Susan,Jones,6,blue,white
Linda,Smith,49,blue,brown
John,Garcia,50,hazel,grey
Jennifer,Garcia,40,brown,blonde
James,Miller,66,brown,brown
Susan,Johnson,91,brown,ginger
David,Smith,62,blue,grey
Robert,Smith,96,green,ginger
David,Garcia,57,hazel,blue
Robert,Williams,45,hazel,blonde
Susan,Williams,41,hazel,brown
John,Miller,69,blue,blonde
Robert,Jones,75,hazel,blue
Linda,Jones,59,blue,white
Linda,Garcia,95,hazel,ginger
Linda,Johnson,60,hazel,brown
Susan,Jones,91,hazel,grey
John,Williams,72,brown,blonde
Susan,Williams,30,hazel,blue
John,Williams,42,brown,black
Jennifer,Garcia,27,blue,grey
Mary,Brown,22,blue,ginger
Robert,Davis,85,blue,brown
Jennifer,Davis,59,blue,blue
Susan,Williams,71,hazel,black
David,Garcia,80,hazel,white
Robert,Thomas,55,brown,black
Michael,Garcia,3,brown,blonde
Patricia,Miller,95,brown,white
Linda,Johnson,69,brown,black
John,Thomas,97,hazel,grey
James,Thomas,39,green,blue
Mary,Williams,13,hazel,brown
James,Jones,31,blue,black
James,Jones,64,hazel,blonde
John,Thomas,53,blue,blue
Patricia,Williams,12,brown,blonde
James,Johnson,47,blue,grey
John,Thomas,21,blue,blonde
Patricia,Brown,29,brown,ginger
Patricia,Thomas,62,brown,grey
Mary,Brown,31,brown,brown
Susan,Johnson,26,brown,blonde
Patricia,Wilson,7,blue,grey
John,Brown,37,blue,white
Linda,Wilson,88,hazel,ginger
Mary,Smith,1,brown,blue
Jennifer,Brown,29,brown,black
John,Brown,60,brown,blue
Linda,Williams,80,blue,ginger
James,Brown,65,blue,blue
John,Davis,85,blue,blonde
Susan,Brown,96,brown,white
Mary,Williams,78,blue,blonde
James,Garcia,93,brown,white
Robert,Jones,27,hazel,blue
Robert,Thomas,90,blue,black
Patricia,Brown,34,brown,blue
Jennifer,Brown,44,brown,black
Robert,Smith,60,hazel,blonde
Jennifer,Williams,38,blue,black
David,Johnson,79,green,blonde
Michael,Davis,34,blue,black
Jennifer,Garcia,14,brown,ginger
James,Smith,10,brown,ginger
Linda,Williams,1,green,white
David,Miller,56,blue,ginger
John,Smith,7,hazel,brown
Robert,Smith,84,hazel,blonde
James,Davis,46,blue,brown
David,Davis,35,blue,blue
Linda,Davis,2,brown,blonde
Mary,Smith,56,brown,black
Patricia,Brown,83,brown,blonde
Jennifer,Thomas,15,brown,white
James,Miller,2,brown,white
John,Johnson,73,blue,grey
Jennifer,Garcia,56,brown,blue
Susan,Thomas,74,green,black
John,Garcia,36,hazel,blue
Susan,Brown,34,hazel,white
Susan,Thomas,7,hazel,grey
Linda,Johnson,37,blue,blonde
Patricia,Miller,74,brown,white
Robert,Williams,46,hazel,white
Jennifer,Thomas,30,brown,grey
David,Davis,28,blue,white
Mary,Miller,90,green,ginger
Linda,Jones,57,green,black
David,Smith,55,green,white
John,Thomas,39,brown,blue
James,Smith,57,brown,ginger
Jennifer,Wilson,86,brown,blonde
David,Miller,86,green,blue
James,Smith,17,blue,white
Jennifer,Garcia,29,hazel,ginger
David,Johnson,36,brown,brown
David,Smith,52,brown,grey
Jennifer,Wilson,36,hazel,blue
Robert,Garcia,10,green,brown
Patricia,Johnson,57,green,white
Susan,Davis,84,hazel,brown
John,Johnson,93,hazel,blonde
James,Garcia,64,hazel,blonde
David,Thomas,75,brown,grey
David,Garcia,34,hazel,white
Mary,Thomas,52,hazel,blonde
Patricia,Johnson,17,green,white
Mary,Garcia,30,green,blonde
Linda,Brown,91,blue,white
James,Johnson,7,green,blonde
James,Williams,87,hazel,brown
John,Jones,17,hazel,ginger
David,Garcia,86,green,black
Linda,Miller,33,hazel,white
James,Garcia,18,blue,blue
Mary,Smith,36,green,grey
James,Miller,98,green,ginger
David,Garcia,2,green,black
Jennifer,Miller,87,blue,grey
Jennifer,Thomas,28,hazel,grey
Susan,Jones,60,brown,blue
Susan,Smith,10,green,blonde
Jennifer,Williams,72,hazel,ginger
Michael,Brown,28,blue,black
Jennifer,Wilson,24,hazel,ginger
James,Smith,42,brown,blue
Linda,Garcia,57,brown,blue
Jennifer,Johnson,94,brown,blonde
Linda,Jones,4,green,blonde
Mary,Miller,11,green,blue
Robert,Johnson,70,hazel,ginger
Linda,Smith,44,blue,brown
Jennifer,Miller,90,hazel,brown
Robert,Davis,9,brown,brown
Linda,Davis,44,brown,brown
Patricia,Smith,53,hazel,white
Patricia,Williams,59,hazel,blue
Robert,Thomas,76,green,blue
Patricia,Garcia,1,hazel,black
Michael,Wilson,44,green,blue
Patricia,Williams,77,green,white
Linda,Garcia,10,hazel,blue
John,Garcia,75,hazel,grey
Patricia,Miller,59,hazel,black
Robert,Williams,53,green,brown
Mary,Williams,4,green,brown
Michael,Brown,24,green,ginger
David,Brown,21,blue,brown
Susan,Smith,5,blue,ginger
Mary,Johnson,91,green,grey
James,Wilson,34,green,grey
Patricia,Miller,52,hazel,grey
Patricia,Miller,38,hazel,brown
Robert,Thomas,36,hazel,ginger
Robert,Brown,23,green,blonde
Jennifer,Smith,30,blue,blonde
Mary,Thomas,60,hazel,blue
Susan,Jones,16,hazel,black
Susan,Garcia,62,brown,white
Patricia,Brown,94,blue,blue
James,Jones,12,blue,ginger
John,Johnson,41,brown,white
Michael,Williams,91,blue,white
David,Jones,15,brown,blue
Mary,Johnson,49,blue,white
Susan,Jones,13,hazel,blonde
David,Wilson,59,green,blue
Linda,Johnson,31,brown,white
Susan,Wilson,20,hazel,brown
Mary,Johnson,49,hazel,grey
Susan,Miller,32,hazel,blonde
Patricia,Thomas,41,hazel,blonde
Robert,Brown,85,green,white
James,Garcia,47,green,blue
David,Johnson,11,blue,blonde
Linda,Wilson,43,hazel,ginger
Mary,Brown,75,hazel,blue
Jennifer,Miller,62,brown,black
James,Miller,69,hazel,white
David,Thomas,76,blue,brown
Jennifer,Garcia,1,green,grey
Susan,Thomas,87,green,black
John,Johnson,82,green,ginger
David,Jones,6,brown,brown
Patricia,Brown,14,green,white
Robert,Smith,76,hazel,ginger
Patricia,Garcia,10,green,grey
Patricia,Davis,13,blue,grey
Jennifer,Smith,65,hazel,white
Robert,Miller,32,blue,white
James,Jones,80,blue,black
James,Miller,74,hazel,white
John,Garcia,51,green,white
John,Johnson,37,hazel,blue
John,Garcia,87,hazel,blue
Robert,Smith,72,brown,blue
David,Smith,26,hazel,black
John,Johnson,91,green,brown
Robert,Miller,14,brown,blue
Michael,Jones,96,brown,brown
John,Jones,89,green,blue
James,Davis,31,green,blue
John,Smith,85,hazel,black
Michael,Williams,47,brown,brown
John,Brown,20,green,brown
Patricia,Thomas,19,blue,blue
Mary,Brown,19,brown,white
David,Johnson,72,hazel,brown
Jennifer,Wilson,91,hazel,black
Susan,Brown,30,hazel,black
Robert,Davis,29,green,ginger
Michael,Smith,79,brown,black
James,Williams,63,brown,brown
John,Johnson,93,brown,blonde
Michael,Garcia,85,green,black
Jennifer,Brown,12,green,grey
James,Garcia,7,green,black
David,Miller,21,green,brown
Mary,Garcia,32,hazel,grey
David,Smith,73,green,black
Linda,Davis,23,green,blue
Michael,Williams,17,green,blue
Linda,Brown,30,green,white
David,Smith,6,green,blonde
James,Williams,72,brown,grey
Linda,Garcia,20,blue,ginger
Patricia,Garcia,79,green,brown
David,Garcia,38,green,black
Michael,Wilson,30,blue,grey
Jennifer,Garcia,70,green,blonde
Mary,Jones,33,brown,white
Michael,Davis,73,brown,grey
Jennifer,Wilson,74,blue,white
Jennifer,Wilson,33,green,blonde
Jennifer,Brown,12,brown,brown
Susan,Williams,58,blue,white
James,Davis,43,green,grey
Michael,Garcia,32,green,grey
Jennifer,Thomas,72,brown,blonde
Michael,Brown,80,brown,ginger
Mary,Davis,24,brown,brown
Robert,Brown,11,brown,white
Patricia,Thomas,48,hazel,blonde
John,Williams,7,brown,brown
Linda,Smith,12,hazel,white
Michael,Jones,82,brown,brown
James,Davis,27,brown,black
James,Williams,37,blue,blonde
Mary,Williams,86,hazel,ginger
David,Garcia,15,brown,black
Linda,Johnson,81,brown,black
Susan,Smith,90,blue,blue
Susan,Jones,66,blue,black
James,Smith,47,hazel,black
Susan,Davis,63,hazel,black
Patricia,Davis,79,hazel,grey
Patricia,Johnson,75,blue,ginger
Linda,Johnson,75,brown,white
Robert,Wilson,38,blue,blonde
Robert,Williams,57,brown,black
Jennifer,Johnson,13,brown,black
Susan,Garcia,5,brown,grey
John,Garcia,75,hazel,blonde
Michael,Thomas,70,blue,blue
Susan,Miller,27,brown,black
John,Williams,12,hazel,black
Linda,Smith,41,brown,ginger
Linda,Williams,84,blue,blue
Robert,Jones,21,hazel,ginger
Robert,Williams,75,hazel,white
Linda,Davis,69,hazel,brown
John,Wilson,21,blue,black
Susan,Brown,9,hazel,blonde
Jennifer,Brown,88,green,brown
John,Smith,43,brown,blue
Robert,Smith,81,blue,blue
Linda,Jones,11,green,white
David,Miller,35,green,blue
Linda,Smith,48,green,brown
Jennifer,Brown,83,green,grey
James,Davis,22,hazel,brown
James,Wilson,26,hazel,ginger
Linda,Jones,52,blue,ginger
James,Johnson,55,blue,grey
David,Davis,42,brown,grey
James,Brown,52,green,ginger
Mary,Williams,24,green,brown
James,Davis,70,blue,grey
Jennifer,Thomas,57,hazel,blue
Patricia,Wilson,77,green,black
Robert,Williams,29,green,grey
Patricia,Garcia,25,hazel,blonde
David,Williams,68,hazel,blue
Mary,Smith,60,brown,black
Patricia,Thomas,86,brown,brown
Susan,Wilson,2,blue,black
Jennifer,Brown,69,brown,brown
Linda,Jones,63,green,white
Robert,Thomas,90,brown,white
Robert,Garcia,78,hazel,grey
James,Smith,35,blue,blue
Mary,Wilson,8,hazel,grey
Jennifer,Johnson,81,brown,blonde
John,Garcia,79,hazel,grey
John,Thomas,7,hazel,brown
Patricia,Williams,32,blue,ginger
Linda,Williams,61,hazel,white
James,Davis,81,brown,blonde
Patricia,Garcia,32,green,brown
Patricia,Brown,4,brown,ginger
Susan,Wilson,62,blue,blue
Patricia,Brown,18,green,ginger
Jennifer,Jones,3,blue,ginger
David,Garcia,48,hazel,black
Susan,Thomas,66,blue,black
Susan,Garcia,28,blue,blonde
Robert,Davis,56,green,ginger
Patricia,Johnson,59,brown,blue
James,Jones,14,green,white
Mary,Miller,67,blue,ginger
Jennifer,Smith,54,green,blue
John,Davis,16,green,brown
Jennifer,Williams,84,blue,blue
Jennifer,Johnson,13,brown,ginger
Linda,Miller,62,blue,white
Patricia,Brown,88,green,brown
John,Davis,81,green,brown
Mary,Johnson,20,blue,white
Linda,Davis,44,hazel,white
Mary,Wilson,26,brown,ginger
Michael,Wilson,16,blue,grey
Michael,Johnson,18,hazel,ginger
John,Johnson,53,brown,brown
Susan,Davis,48,blue,white
Patricia,Johnson,26,hazel,blue
Michael,Brown,82,green,ginger
Michael,Jones,34,hazel,ginger
John,Miller,70,blue,ginger
Linda,Brown,60,brown,grey
David,Garcia,46,hazel,blue
John,Davis,14,green,blue
Susan,Jones,69,blue,brown
Susan,Wilson,74,green,grey
David,Miller,52,hazel,black
Linda,Smith,94,green,white
John,Brown,72,brown,blonde
Patricia,Jones,39,brown,blonde
Susan,Johnson,86,green,ginger
Robert,Smith,32,hazel,blue
Linda,Brown,43,blue,blonde
Mary,Davis,90,brown,brown
Robert,Williams,61,green,black
Michael,Williams,13,brown,white
Jennifer,Wilson,1,blue,brown
David,Wilson,89,brown,white
James,Wilson,69,brown,black
Susan,Garcia,40,blue,blonde
Susan,Williams,78,brown,blue
Robert,Thomas,36,brown,blonde
James,Garcia,71,brown,white
Michael,Jones,7,blue,ginger
Mary,Miller,10,brown,black
David,Thomas,75,blue,grey
Susan,Smith,89,brown,grey
Jennifer,Wilson,96,blue,ginger
James,Johnson,11,hazel,black
Linda,Garcia,89,brown,black
Linda,Williams,77,green,white
David,Williams,8,blue,ginger
David,Smith,14,green,brown
Michael,Miller,76,blue,grey
Robert,Davis,4,hazel,black
Robert,Garcia,24,hazel,black
Robert,Davis,6,brown,blonde
James,Johnson,69,hazel,white
David,Jones,82,hazel,brown
Susan,Davis,42,blue,blue
Linda,Jones,64,green,ginger
Robert,Garcia,65,blue,grey
Jennifer,Miller,19,brown,blue
Jennifer,Jones,67,blue,blonde
James,Davis,95,blue,blonde
Patricia,Thomas,64,green,blue
James,Smith,92,blue,brown
Mary,Miller,91,brown,brown
Linda,Smith,62,brown,ginger
Jennifer,Johnson,25,hazel,blonde
Michael,Garcia,2,brown,black
Mary,Garcia,28,green,ginger
John,Garcia,72,hazel,blonde
Mary,Jones,26,hazel,blue
Robert,Garcia,30,hazel,black
Robert,Brown,21,green,ginger
David,Jones,25,hazel,brown
James,Williams,58,green,blonde
Patricia,Jones,64,green,brown
Mary,Johnson,34,green,black
Linda,Wilson,18,blue,brown
Patricia,Williams,86,green,brown
Patricia,Garcia,98,brown,blue
Patricia,Williams,37,brown,brown
James,Miller,87,hazel,black
Susan,Miller,17,brown,ginger
Susan,Garcia,51,green,white
James,Brown,71,green,blonde
James,Brown,67,brown,black
John,Smith,5,green,blue
Patricia,Johnson,43,brown,grey
Linda,Brown,33,green,black
Susan,Wilson,39,blue,brown
Mary,Thomas,76,brown,white
Mary,Johnson,81,blue,grey
Susan,Jones,53,green,black
Mary,Miller,44,blue,grey
Robert,Smith,53,green,blue
Susan,Jones,16,brown,brown
Jennifer,Wilson,37,blue,ginger
James,Wilson,52,blue,ginger
Robert,Williams,5,brown,grey
Mary,Jones,35,blue,white
Patricia,Jones,10,brown,ginger
Susan,Williams,98,blue,blue
Susan,Brown,98,brown,grey
Michael,Smith,32,green,blue
Linda,Miller,68,green,ginger
Mary,Jones,43,green,blonde
Jennifer,Davis,19,brown,black
John,Jones,87,blue,blonde
Robert,Brown,11,green,brown
James,Johnson,80,brown,black
Linda,Davis,63,green,white
Linda,Thomas,69,green,grey
David,Thomas,69,brown,brown
Robert,Brown,48,brown,ginger
Michael,Smith,62,blue,blonde
John,Smith,14,hazel,ginger
Mary,Thomas,93,green,black
David,Miller,20,blue,ginger
Jennifer,Jones,4,blue,brown
Jennifer,Thomas,4,hazel,ginger
Patricia,Garcia,93,blue,black
David,Johnson,48,brown,black
Jennifer,Smith,40,brown,black
Michael,Miller,69,hazel,blue
James,Williams,31,brown,blue
Michael,Wilson,93,hazel,white
Patricia,Brown,12,hazel,brown
Mary,Smith,67,blue,white
Robert,Johnson,76,blue,brown
John,Jones,23,hazel,black
Jennifer,Brown,17,hazel,white
Michael,Brown,48,blue,blue
John,Williams,97,green,grey
David,Brown,75,brown,white
Michael,Davis,63,blue,black
Patricia,Thomas,84,blue,blue
Robert,Smith,58,brown,black
John,Johnson,44,hazel,grey
Patricia,Brown,97,hazel,white
James,Wilson,94,green,blonde
Mary,Thomas,8,green,brown
John,Davis,31,blue,grey
Jennifer,Wilson,25,green,blonde
Jennifer,Miller,58,hazel,grey
Susan,Davis,61,hazel,blonde
David,Brown,69,blue,grey
Mary,Miller,42,brown,ginger
Linda,Williams,98,blue,black
Linda,Davis,40,blue,blue
Patricia,Wilson,92,brown,blue
Michael,Garcia,70,green,white
Patricia,Garcia,43,blue,blue
Patricia,Wilson,52,brown,grey
Robert,Johnson,41,green,brown
Robert,Brown,94,green,brown
Susan,Wilson,35,blue,brown
John,Smith,47,green,white
Mary,Davis,88,brown,black
Robert,Davis,39,blue,ginger
Susan,Smith,42,green,white
Susan,Miller,32,brown,ginger
David,Garcia,49,green,blonde
Susan,Brown,87,green,black
David,Davis,92,blue,blonde
Linda,Johnson,42,blue,white
Linda,Wilson,51,blue,ginger
Michael,Thomas,27,green,white
John,Thomas,77,hazel,white
Jennifer,Johnson,64,green,blonde
David,Davis,97,green,brown
John,Williams,98,blue,blonde
Robert,Thomas,7,blue,blue
David,Jones,52,brown,ginger
John,Smith,55,green,white
Susan,Thomas,85,brown,ginger
Mary,Williams,28,blue,grey
Michael,Thomas,46,blue,blue
Patricia,Jones,71,brown,white
Jennifer,Johnson,46,brown,white
John,Williams,81,blue,black
James,Miller,93,hazel,grey
Robert,Miller,43,blue,brown
David,Smith,54,blue,blue
Michael,Johnson,84,brown,brown
John,Johnson,74,hazel,ginger
Mary,Jones,94,blue,ginger
James,Smith,3,green,blonde
Jennifer,Davis,46,hazel,brown
James,Williams,13,hazel,ginger
Mary,Garcia,32,brown,black
James,Jones,83,brown,white
Susan,Johnson,55,brown,black
Jennifer,Brown,86,hazel,white
John,Brown,43,brown,ginger
Robert,Garcia,72,blue,black
Michael,Davis,27,blue,black
Jennifer,Jones,34,hazel,white
Jennifer,Garcia,38,hazel,blonde
Michael,Garcia,9,green,blonde
David,Davis,5,hazel,black
Michael,Brown,49,green,black
Mary,Smith,97,green,black
Michael,Wilson,45,hazel,blonde
Robert,Garcia,42,brown,ginger
Linda,Thomas,45,green,white
Michael,Thomas,58,green,black
Susan,Wilson,24,blue,grey
James,Brown,14,hazel,blonde
Michael,Davis,55,green,blonde
Linda,Jones,93,blue,black
Mary,Garcia,72,hazel,black
James,Wilson,33,brown,ginger
Michael,Wilson,58,green,brown
Susan,Johnson,52,hazel,grey
Linda,Davis,25,green,blonde
Robert,Williams,20,blue,black
Susan,Davis,43,blue,brown
Mary,Miller,80,hazel,blue
John,Brown,63,hazel,black
Robert,Miller,94,blue,ginger
John,Johnson,24,brown,blue
John,Williams,62,green,ginger
Jennifer,Davis,28,green,ginger
Robert,Miller,46,hazel,brown
Jennifer,Jones,16,green,blonde
James,Miller,63,green,brown
Patricia,Thomas,7,blue,ginger
David,Williams,69,brown,blonde
Jennifer,Miller,64,green,black
Robert,Thomas,46,brown,brown
Mary,Brown,71,green,white
Jennifer,Johnson,7,brown,black
Mary,Garcia,66,brown,ginger
Mary,Jones,37,hazel,brown
Jennifer,Thomas,86,brown,ginger
James,Brown,2,green,brown
John,Jones,17,blue,white
Michael,Miller,42,blue,white
Robert,Davis,79,brown,blue
James,Williams,42,brown,brown
Michael,Garcia,98,hazel,black
John,Thomas,3,brown,ginger
Michael,Garcia,15,green,white
Linda,Smith,88,green,white
Mary,Miller,75,hazel,black
Jennifer,Miller,39,hazel,black
Jennifer,Wilson,5,brown,white
James,Wilson,21,green,black
John,Garcia,8,brown,brown
Susan,Williams,62,brown,black
Susan,Wilson,13,brown,blue
Michael,Brown,44,green,black
Robert,Davis,6,hazel,grey
Linda,Smith,50,green,brown
John,Wilson,81,green,white
Patricia,Williams,93,blue,white
Jennifer,Smith,11,blue,blonde
Jennifer,Jones,27,brown,brown
Susan,Garcia,23,green,blue
Jennifer,Johnson,72,green,grey
Linda,Williams,63,brown,blonde
Patricia,Williams,68,hazel,blue
Linda,Williams,74,green,grey
Mary,Davis,70,hazel,white
Linda,Smith,65,brown,grey
Susan,Garcia,56,green,ginger
James,Wilson,63,brown,blonde
Robert,Williams,33,brown,black
James,Thomas,13,hazel,blue
Susan,Davis,34,blue,black
John,Thomas,72,blue,grey
Susan,Smith,4,blue,ginger
James,Smith,20,brown,white
Linda,Williams,82,blue,blue
Jennifer,Garcia,43,blue,ginger
James,Johnson,41,hazel,blue
Patricia,Thomas,12,brown,ginger
Linda,Wilson,26,blue,blue
Susan,Brown,98,hazel,black
John,Williams,39,hazel,grey
Linda,Miller,78,hazel,ginger
Michael,Wilson,92,blue,ginger
Jennifer,Brown,8,blue,black
Mary,Miller,11,hazel,brown
Michael,Thomas,20,green,blonde
Michael,Brown,77,brown,black
Linda,Williams,52,hazel,grey
James,Miller,80,green,black
Mary,Brown,22,brown,blue
Robert,Johnson,78,brown,white
Susan,Brown,89,brown,black
John,Thomas,89,blue,ginger
Mary,Brown,50,brown,blue
Jennifer,Thomas,50,brown,black
Michael,Williams,66,hazel,black
David,Wilson,56,blue,blue
Linda,Davis,1,hazel,white
Mary,Garcia,96,green,ginger
Linda,Williams,90,brown,white
Susan,Davis,10,blue,brown
Jennifer,Williams,30,green,blonde
Susan,Thomas,52,green,white
Susan,Brown,23,hazel,white
David,Smith,78,brown,black
Susan,Wilson,5,blue,grey
Patricia,Jones,21,green,brown
Robert,Wilson,90,brown,blue
John,Smith,86,hazel,white
John,Smith,85,hazel,white
Patricia,Garcia,26,brown,blonde
Susan,Davis,85,green,black
Mary,Thomas,18,brown,grey
Linda,Davis,50,hazel,white
Linda,Wilson,61,green,blue
John,Brown,57,green,ginger
David,Garcia,53,brown,black
David,Brown,33,green,brown
John,Johnson,73,brown,blue
Susan,Miller,29,green,brown
Robert,Smith,73,blue,blue
Patricia,Miller,35,brown,ginger
Jennifer,Brown,17,brown,grey
Mary,Williams,84,blue,brown
Robert,Miller,22,hazel,ginger
Jennifer,Smith,87,hazel,grey
Jennifer,Brown,97,brown,blonde
Mary,Miller,66,hazel,grey
Patricia,Williams,17,blue,white
Mary,Thomas,76,green,ginger
Linda,Thomas,48,green,blonde
Susan,Williams,84,green,white
James,Wilson,26,blue,grey
Susan,Davis,50,blue,blue
Mary,Davis,86,blue,brown
Robert,Smith,70,hazel,ginger
Michael,Johnson,55,green,blonde
Mary,Jones,36,hazel,ginger
James,Williams,77,brown,black
James,Johnson,2,brown,ginger
Patricia,Davis,45,blue,black
John,Garcia,55,green,ginger
Susan,Smith,26,blue,grey
Susan,Wilson,32,brown,black
Jennifer,Wilson,51,brown,white
John,Smith,85,blue,grey
Patricia,Garcia,15,brown,blue
Michael,Jones,26,hazel,blue
Robert,Davis,98,blue,white
Mary,Johnson,94,hazel,grey
Mary,Davis,73,green,black
Jennifer,Smith,60,hazel,ginger
Robert,Wilson,8,hazel,blue
Robert,Davis,74,brown,brown
John,Wilson,5,hazel,brown
David,Johnson,3,brown,blue
Linda,Miller,92,hazel,blonde
Susan,Brown,24,hazel,blonde
Mary,Jones,77,green,white
Mary,Thomas,32,hazel,blonde
Susan,Jones,69,brown,brown
Patricia,Thomas,43,brown,grey
John,Williams,35,brown,white
John,Brown,23,hazel,grey
Patricia,Jones,67,green,grey
Linda,Johnson,91,blue,grey
Mary,Thomas,19,blue,blue
Linda,Brown,5,brown,grey
Patricia,Wilson,38,green,ginger
John,Johnson,28,brown,blue
Mary,Williams,8,hazel,blonde
James,Wilson,3,hazel,blonde
Patricia,Smith,64,hazel,white
Patricia,Jones,72,hazel,blonde
Linda,Thomas,70,hazel,brown
Linda,Smith,34,brown,blue
James,Jones,45,green,grey
Susan,Garcia,65,brown,ginger
James,Thomas,27,green,white
Michael,Wilson,7,brown,ginger
Linda,Smith,79,green,grey
James,Davis,66,blue,black
Michael,Garcia,20,blue,ginger
Patricia,Williams,13,blue,blue
Robert,Davis,97,brown,ginger
David,Williams,73,brown,brown
Susan,Jones,79,green,blonde
Robert,Jones,77,brown,brown
Linda,Johnson,46,hazel,black
Michael,Davis,18,hazel,white
Patricia,Wilson,24,blue,blue
Mary,Jones,35,blue,brown
Susan,Thomas,36,hazel,blonde
Jennifer,Garcia,74,hazel,ginger
Michael,Johnson,49,hazel,brown
Jennifer,Williams,65,hazel,black
Susan,Wilson,70,hazel,grey
Mary,Smith,86,blue,black
Mary,Davis,7,hazel,blonde
John,Williams,23,green,ginger
Susan,Johnson,81,blue,black
David,Garcia,6,brown,blue
Linda,Williams,50,brown,white
Patricia,Miller,70,green,black
Jennifer,Johnson,22,green,white
Susan,Garcia,96,hazel,brown
David,Wilson,55,hazel,blonde
Mary,Williams,26,hazel,brown
Mary,Thomas,41,blue,grey
Patricia,Smith,39,green,brown
John,Wilson,94,green,black
James,Johnson,98,green,brown
Patricia,Garcia,27,hazel,ginger
Patricia,Garcia,42,blue,grey
David,Smith,49,brown,black
Jennifer,Brown,95,hazel,black
Mary,Williams,8,hazel,grey
Jennifer,Brown,50,hazel,black
Susan,Johnson,10,hazel,brown
Jennifer,Garcia,48,green,blue
David,Miller,67,green,blonde
Jennifer,Williams,74,hazel,black
John,Miller,58,brown,blue
